cluster_id,risk_score,risk_level,false_alarm_indicator,classification_label,alert_priority,recommended_action,nearest_station_name,station_distance_km,station_available,alert_rationale
1614,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1615,83.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (83.0) combined with high evidence reliability (Low False-Alarm Concern).
1616,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Station,37.7,True,Low Risk Index representing routine thermal baseline.
1617,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1618,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),33.19,True,Low Risk Index representing routine thermal baseline.
1619,46.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1620,26.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1621,49.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1622,35.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Malik (46.5 km away).,Malik,46.49,True,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
1623,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1624,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,24.58,True,Low Risk Index representing routine thermal baseline.
1625,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,15.17,True,Low Risk Index representing routine thermal baseline.
1626,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,34.22,True,Low Risk Index representing routine thermal baseline.
1627,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Surandai Fire Station,31.33,True,Low Risk Index representing routine thermal baseline.
1628,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Surandai Fire Station,20.37,True,Low Risk Index representing routine thermal baseline.
1629,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,10.73,True,Low Risk Index representing routine thermal baseline.
1630,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1631,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),19.88,True,Low Risk Index representing routine thermal baseline.
1632,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1633,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),17.39,True,Low Risk Index representing routine thermal baseline.
1634,38.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Virudhunagar Fire Station (26.3 km away).,Virudhunagar Fire Station,26.31,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1635,75.0,HIGH,LOW,Unknown / Insufficient Evidence,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,High Risk Index (75.0) combined with high evidence reliability (Low False-Alarm Concern).
1636,32.3,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Madurai Airport Fire Station (34.6 km away).,Madurai Airport Fire Station,34.58,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1637,27.2,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Virudhunagar Fire Station,14.26,True,Low Risk Index representing routine thermal baseline.
1638,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,5.09,True,Low Risk Index representing routine thermal baseline.
1639,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,26.15,True,Low Risk Index representing routine thermal baseline.
1640,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Koothanallur Fire  Station,33.31,True,Low Risk Index representing routine thermal baseline.
1641,22.1,LOW,MEDIUM,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),36.31,True,Low Risk Index representing routine thermal baseline.
1642,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Erode District Fire Station,36.89,True,Low Risk Index representing routine thermal baseline.
1643,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1644,12.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Tamilnadu fire and rescue services,5.3,True,Low Risk Index representing routine thermal baseline.
1645,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,30.05,True,Low Risk Index representing routine thermal baseline.
1646,34.0,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (32.0 km away).,Fire station (unnamed),31.97,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1647,38.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (37.6 km away).,Fire station (unnamed),37.65,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1648,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),24.42,True,Low Risk Index representing routine thermal baseline.
1649,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1650,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1651,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1652,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),39.06,True,Low Risk Index representing routine thermal baseline.
1653,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1654,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BMM Fire station,9.86,True,Low Risk Index representing routine thermal baseline.
1655,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),17.53,True,Low Risk Index representing routine thermal baseline.
1656,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1657,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1658,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Nalgonda Fire Station,20.77,True,Low Risk Index representing routine thermal baseline.
1659,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1660,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1661,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1662,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),23.29,True,Low Risk Index representing routine thermal baseline.
1663,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kangeyam Fire Station,17.25,True,Low Risk Index representing routine thermal baseline.
1664,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),2.96,True,Low Risk Index representing routine thermal baseline.
1665,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),18.13,True,Low Risk Index representing routine thermal baseline.
1666,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Villupuram Fire Station,37.83,True,Low Risk Index representing routine thermal baseline.
1667,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1668,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),34.61,True,Low Risk Index representing routine thermal baseline.
1669,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),7.04,True,Low Risk Index representing routine thermal baseline.
1670,10.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,CMC fire station,3.94,True,Low Risk Index representing routine thermal baseline.
1671,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1672,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Airport Fire Station,7.29,True,Low Risk Index representing routine thermal baseline.
1673,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire And Rescue Service Station,5.73,True,Low Risk Index representing routine thermal baseline.
1674,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),42.84,True,Low Risk Index representing routine thermal baseline.
1675,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,13.8,True,Low Risk Index representing routine thermal baseline.
1676,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1677,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1678,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1679,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1680,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
1681,40.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Koothanallur Fire  Station (34.6 km away).,Koothanallur Fire  Station,34.59,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
1682,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,BHEL Fire Station,24.8,True,Low Risk Index representing routine thermal baseline.
1683,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Control Room,28.83,True,Low Risk Index representing routine thermal baseline.
