cluster_id,classification_label,classification_score,classification_rationale,active_days,persistence_category,max_bright_ti4,bt_diff_max,max_frp,movement_status,total_movement_distance_km,osm_facility_type,osm_facility_name,osm_distance_km,osm_query_status,land_cover_class,satellite_image_available,predicted_landcover_class,prediction_confidence,observation_status
1410,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- satellite CNN visual context is AnnualCrop (model confidence=0.59)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,302.84,23.43,0.28,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,AnnualCrop,0.5911,Satellite CNN prediction: AnnualCrop (confidence: 0.59)
1411,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.17 km)
- industrial facility detected nearby (industrial at 0.48 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,304.62,13.33,1.46,STATIONARY,0.175,industrial,Ambuja Cements Limited,0.484,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 85.7%, threshold: 30.0%)"
1412,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- satellite CNN visual context is AnnualCrop (model confidence=0.91)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,299.87,15.69,0.62,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,AnnualCrop,0.9127,Satellite CNN prediction: AnnualCrop (confidence: 0.91)
1413,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.21,15.85,0.91,INSUFFICIENT_DATA,0.0,industrial,Shree Cement,0.197,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 65.0%, threshold: 30.0%)"
1414,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN",1,isolated,305.0,18.95,3.28,INSUFFICIENT_DATA,0.0,industrial,none,1.188,found,UNKNOWN,True,Highway,0.7341,Satellite CNN prediction: Highway (confidence: 0.73)
1415,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN",1,isolated,303.18,15.91,2.26,INSUFFICIENT_DATA,0.0,industrial,none,0.952,found,UNKNOWN,True,SeaLake,0.3039,Satellite CNN prediction: SeaLake (confidence: 0.30)
1416,Industrial-context thermal event,0.85,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.46 km)
- high spectral brightness temperature contrast (bt_diff=35.9 K)
- industrial facility detected nearby (industrial at 0.72 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,327.41,35.88,4.73,STATIONARY,0.462,industrial,none,0.722,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 51.4%, threshold: 30.0%)"
1417,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.29,42.27,2.6,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 92.6%, threshold: 30.0%)"
1418,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,318.63,27.5,3.34,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)"
1419,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.8,11.53,1.72,INSUFFICIENT_DATA,0.0,plant,none,0.883,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 97.1%, threshold: 30.0%)"
1420,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.11 km)
- industrial facility detected nearby (industrial at 0.29 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,305.3,12.27,0.98,STATIONARY,0.112,industrial,none,0.288,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 80.3%, threshold: 30.0%)"
1421,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.10 km)
- industrial facility detected nearby (industrial at 0.39 km)
- land-cover context is UNKNOWN",2,short_lived_repeated,310.56,14.87,2.22,STATIONARY,0.098,industrial,none,0.391,found,UNKNOWN,True,SeaLake,0.5117,Satellite CNN prediction: SeaLake (confidence: 0.51)
1422,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.37,16.41,1.47,INSUFFICIENT_DATA,0.0,industrial,National Fertilizer Limited,0.256,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 51.4%, threshold: 30.0%)"
1423,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.42,15.23,1.71,INSUFFICIENT_DATA,0.0,works,none,0.667,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.6%, threshold: 30.0%)"
1424,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.11 km)
- industrial facility detected nearby (industrial at 0.37 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,317.95,27.18,2.2,STATIONARY,0.106,industrial,none,0.369,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 75.5%, threshold: 30.0%)"
1425,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.69,21.58,1.5,INSUFFICIENT_DATA,0.0,industrial,none,0.614,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)"
1426,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=20.9 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,343.6,34.03,20.93,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 56.7%, threshold: 30.0%)"
1427,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.46,36.55,3.33,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)"
1428,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.0 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,338.62,40.19,6.03,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.4%, threshold: 30.0%)"
1429,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,335.68,46.56,3.01,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.6563,Satellite CNN prediction: SeaLake (confidence: 0.66)
1430,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.03,30.64,2.69,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,Satellite metadata available but image download failed
1431,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,300.3,22.86,0.92,INSUFFICIENT_DATA,0.0,industrial,none,0.358,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 89.1%, threshold: 30.0%)"
1432,Industrial-context thermal event,0.85,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.23 km)
- high spectral brightness temperature contrast (bt_diff=35.0 K)
- industrial facility detected nearby (works at 0.32 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,331.24,35.0,9.96,STATIONARY,0.234,works,none,0.324,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)"
1433,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,302.44,16.21,1.08,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 81.8%, threshold: 30.0%)"
1434,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.53,11.62,0.76,INSUFFICIENT_DATA,0.0,industrial,Jaypee Cements,0.187,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 85.7%, threshold: 30.0%)"
1435,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.10 km)
- industrial facility detected nearby (industrial at 0.41 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,312.46,20.65,1.97,STATIONARY,0.098,industrial,none,0.413,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.2%, threshold: 30.0%)"
1436,Agricultural-context thermal event,0.4,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- moderate thermal power typical of crop burning (max_frp=7.0 MW)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,339.9,45.83,7.01,MOVING,1.241,industrial,none,0.427,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.8%, threshold: 30.0%)"
1437,Industrial-context thermal event,0.85,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.10 km)
- high spectral brightness temperature contrast (bt_diff=36.4 K)
- industrial facility detected nearby (plant at 0.46 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,330.6,36.42,3.76,STATIONARY,0.096,plant,none,0.462,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.4%, threshold: 30.0%)"
1438,Industrial-context thermal event,0.45,"Industrial-context thermal event
Supporting evidence:
- high spectral brightness temperature contrast (bt_diff=42.1 K)
- industrial facility detected nearby (industrial at 0.14 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.71,42.15,1.82,INSUFFICIENT_DATA,0.0,industrial,Nava Karnataka Steels,0.141,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 39.8%, threshold: 30.0%)"
1439,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,337.02,45.71,3.45,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 41.3%, threshold: 30.0%)"
1440,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.45,34.4,3.57,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 55.1%, threshold: 30.0%)"
1441,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.03,43.97,4.27,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 79.4%, threshold: 30.0%)"
1442,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,336.09,40.97,3.57,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 46.4%, threshold: 30.0%)"
1443,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.31,32.8,0.9,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 78.9%, threshold: 30.0%)"
